164	68399	33689
165	68169	33880
166	67926	34065
167	67649	34232
168	67492	34459
169	67317	34678
170	67083	34866
171	66875	35068
172	66726	35301
173	66525	35507
174	66277	35688
175	66162	35940
176	66108	36226
177	65988	36478
178	65810	36697
179	65681	36945
180	65640	37244
181	65584	37535
182	65598	37869
183	65450	38110
184	65236	38313
185	65026	38518
186	64822	38727
187	64695	38983
188	64824	39395
189	64953	39810
190	64953	40149
191	64838	40418
192	64662	40650
193	64757	41055
194	64946	41523
195	64888	41836
196	64712	42074
197	64626	42371
198	64385	42567
199	64223	42815
200	63958	42995
201	63682	43167
202	63476	43386
203	63247	43589
204	63124	43865
205	62947	44105
206	62766	44343
207	62657	44633
208	62424	44833
209	62165	45016
210	61899	45193
211	61624	45362
212	61574	45698
213	61455	45983
214	61336	46271
215	61168	46522
216	61017	46787
217	60858	47046
218	60654	47271
219	60438	47487
220	60236	47714
221	60069	47968
222	59877	48204
223	59725	48472
224	59554	48726
225	59431	49020
226	59714	49652
227	59570	49933
228	59454	50240
229	59263	50483
230	58994	50660
231	58718	50830
232	58462	51017
233	58272	51262
234	58032	51462
235	57893	51753
236	57753	52044
237	57616	52338
238	57647	52788
239	57500	53077
240	57306	53324
241	57056	53517
242	56833	53737
243	56589	53937
244	56319	54111
245	56093	54326
246	55892	54567
247	55701	54817
248	55454	55012
249	55201	55201
250	54937	55379
251	54699	55581
252	54429	55751
253	54164	55926
254	53912	56112
255	53667	56306
256	53401	56478
257	53144	56657
258	52879	56829
259	52642	57029
260	52372	57192
261	52117	57373
262	51853	57542
263	51590	57711
264	51329	57882
265	51091	58078
266	50862	58285
267	50645	58504
268	50412	58705
269	50175	58901
270	49913	59068
271	49653	59235
272	49399	59409
273	49138	59574
274	48881	59744
275	48621	59908
276	48399	60119
277	48194	60351
278	47935	60516
279	47731	60748
280	47504	60952
281	47279	61159
282	47078	61397
283	46849	61598
284	46616	61793
285	46367	61967
286	46112	62132
287	45863	62304
288	45609	62470
289	45373	62658
290	45123	62827
291	44874	62997
292	44622	63161
293	44378	63336
294	44127	63500
295	43881	63671
296	43635	63841
297	43387	64007
298	43137	64169
299	42895	64343
300	42647	64506
301	42410	64686
302	42165	64853
303	41922	65022
304	41675	65185
305	41443	65369
306	41195	65529
307	40954	65697
308	40712	65864
309	40475	66039
310	40233	66204
311	39997	66378
312	39753	66539
313	39516	66710
314	39279	66880
315	39041	67048
316	38802	67214
317	38599	67443
318	38393	67665
319	38186	67887
320	37979	68108
321	37773	68332
322	37569	68559
323	37345	68749
324	37124	68945
325	36896	69127
326	36662	69298
327	36427	69465
328	36194	69637
329	35964	69812
330	35740	70000
331	35507	70168
332	35278	70345
333	35069	70562
334	34837	70729
335	34616	70922
336	34411	71145
337	34207	71372
338	34004	71598
339	33807	71840
340	33579	72016
341	33350	72189
342	33136	72394
343	32925	72604
344	32703	72791
345	32489	72995
346	32263	73172
347	32045	73366
348	31824	73555
349	31633	73811
350	31418	74011
351	31208	74226
352	30992	74423
353	30770	74608
354	30568	74840
355	30374	75091
356	30177	75338
357	29978	75580
358	29786	75838
359	29586	76080
360	29390	76331
361	29222	76657
362	29025	76906
363	28806	77098
364	28593	77309
365	28369	77488
366	28145	77664
367	27919	77836
368	27705	78040
369	27480	78214
370	27265	78413
371	27043	78596
372	26830	78801
373	26609	78982
374	26394	79184
375	26167	79345
376	25947	79529
377	25775	79861
378	25552	80034
379	25367	80331
380	25142	80496
381	24929	80703
382	24714	80902
383	24500	81105
384	24275	81271
385	24057	81457
386	23833	81625
387	23618	81819
388	23431	82115
389	23208	82284
390	23018	82570
391	22794	82735
392	22583	82948
393	22370	83149
394	22161	83369
395	21942	83549
396	21724	83733
397	21536	84033
398	21316	84212
399	21109	84436
400	20891	84621
401	20674	84806
402	20455	84985
403	20240	85179
404	20020	85350
405	19814	85581
406	19611	85827
407	19400	86037
408	19189	86245
409	18972	86428
410	18754	86608
411	18535	86778
412	18320	86971
413	18101	87141
414	17885	87324
415	17671	87515
416	17461	87726
417	17242	87894
418	17031	88102
419	16814	88275
420	16616	88553
421	16422	88848
422	16203	89014
423	15991	89216
424	15775	89395
425	15563	89595
426	15346	89766
427	15131	89948
428	14914	90115
429	14699	90297
430	14482	90463
431	14269	90652
432	14052	90819
433	13839	91006
434	13624	91177
435	13410	91358
436	13195	91530
437	12982	91714
438	12766	91879
439	12554	92067
440	12340	92237
441	12127	92423
442	11913	92593
443	11701	92777
444	11487	92941
445	11275	93127
446	11061	93292
447	10849	93475
448	10636	93642
449	10425	93825
450	10212	93993
451	10000	94174
452	9788	94341
453	9577	94530
454	9365	94696
455	9155	94884
456	8943	95051
457	8734	95247
458	8522	95414
459	8313	95603
460	8102	95770
461	7894	95975
462	7683	96147
463	7475	96353
464	7265	96525
465	7056	96710
466	6846	96883
467	6637	97068
468	6427	97240
469	6221	97465
470	6011	97629
471	5803	97831
472	5594	98010
473	5385	98189
474	5176	98355
475	4970	98579
476	4761	98747
477	4554	98951
478	4350	99241
479	4145	99498
480	3943	99839
481	3738	100117
482	3529	100280
483	3321	100465
484	3112	100633
485	2904	100817
486	2695	100989
487	2487	101174
488	2281	101403
489	2072	101572
490	1865	101767
491	1657	101952
492	1450	102133
493	1244	102422
494	1036	102609
495	829	102798
496	621	103021
497	414	103190
498	207	103373
499	0	103542
